dataset,DOI,AuthorYear,SDG_theme,ancillary,classification_type,indices,RS_spatital_resolution_m,model_group,Confusion_matrix,RS_device_group,RS_device_type,Publication.Year,number_classes,fraction_majority_class,total,OA_reported,globalCitationsCount,RS_spatital_res_grouped,journal,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-68649121697&partnerID=40&md5=e5cd06135a2dfd8aef91d30718f19cdc,"Mountrakis G., Watts R., Luo L., Wang J.",NR,NR,CHECK,0,NR,NR,NR,CHECK,CHECK,2009,NR,NR,,89.2,TO_DO,NR,Photogrammetric Engineering and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-84858015958&partnerID=40&md5=0012bb11763141dab7b268565267f238,"Schuster C., Forster M., Kleinschmit B.",NR,NR,CHECK,0,NR,NR,NR,CHECK,CHECK,2012,NR,NR,,74.8,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-33947423832&partnerID=40&md5=ab3ee4447968bfaeec90ecb626404ee1,"Dash J., Mathur A., Foody G.M., Curran P.J., Chipman J.W., Lillesand T.M.",NR,NR,CHECK,0,NR,NR,NR,CHECK,CHECK,2007,NR,NR,,68.9,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-34249804195&partnerID=40&md5=dbbb1ddc37e2440f4db12b1967bf4aaa,"Chang Y.-L., Liang L.-S., Han C.-C., Fang J.-P., Liang W.-Y., Chen K.-S.",NR,NR,CHECK,0,NR,NR,NR,CHECK,CHECK,2007,NR,NR,,86.7,TO_DO,NR,IEEE Transactions on Geoscience and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-0036477182&partnerID=40&md5=e4e6cce56e52dc765c3267b495d2a470,"Tsai F., Philpot W.D.",NR,NR,CHECK,0,NR,NR,NR,CHECK,CHECK,2002,NR,NR,,55,TO_DO,NR,IEEE Transactions on Geoscience and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-0033735703&partnerID=40&md5=10425fa26610c5ea57aac618ca11b113,"Quackenbush L.J., Hopkins P.F., Kinn G.J.",NR,NR,CHECK,0,NR,NR,NR,CHECK,CHECK,2000,NR,NR,,71.2,TO_DO,NR,Photogrammetric Engineering and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-0036325696&partnerID=40&md5=56dd01148f1d2e3d5c4999f4ae545ebb,"Hunter E.L., Power C.H.",NR,NR,CHECK,1,NR,NR,NR,CHECK,CHECK,2002,NR,NR,,48.4,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-38949149377&partnerID=40&md5=6cb7634a55988a43da169a9d130ada1c,"Watanachaturaporn P., Arora M.K., Varshney P.K.",NR,NR,CHECK,1,NR,NR,NR,CHECK,CHECK,2008,NR,NR,,92.5,TO_DO,NR,Photogrammetric Engineering and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-68649121697&partnerID=40&md5=e5cd06135a2dfd8aef91d30718f19cdc,"Mountrakis G., Watts R., Luo L., Wang J.",NR,NR,CHECK,1,NR,NR,NR,CHECK,CHECK,2009,NR,NR,,89.5,TO_DO,NR,Photogrammetric Engineering and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-84858015958&partnerID=40&md5=0012bb11763141dab7b268565267f238,"Schuster C., Forster M., Kleinschmit B.",NR,NR,CHECK,1,NR,NR,NR,CHECK,CHECK,2012,NR,NR,,75.1,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-33947423832&partnerID=40&md5=ab3ee4447968bfaeec90ecb626404ee1,"Dash J., Mathur A., Foody G.M., Curran P.J., Chipman J.W., Lillesand T.M.",NR,NR,CHECK,1,NR,NR,NR,CHECK,CHECK,2007,NR,NR,,70.2,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-34249804195&partnerID=40&md5=dbbb1ddc37e2440f4db12b1967bf4aaa,"Chang Y.-L., Liang L.-S., Han C.-C., Fang J.-P., Liang W.-Y., Chen K.-S.",NR,NR,CHECK,1,NR,NR,NR,CHECK,CHECK,2007,NR,NR,,90,TO_DO,NR,IEEE Transactions on Geoscience and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-0036477182&partnerID=40&md5=e4e6cce56e52dc765c3267b495d2a470,"Tsai F., Philpot W.D.",NR,NR,CHECK,1,NR,NR,NR,CHECK,CHECK,2002,NR,NR,,61,TO_DO,NR,IEEE Transactions on Geoscience and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-0033735703&partnerID=40&md5=10425fa26610c5ea57aac618ca11b113,"Quackenbush L.J., Hopkins P.F., Kinn G.J.",NR,NR,CHECK,1,NR,NR,NR,CHECK,CHECK,2000,NR,NR,,80.5,TO_DO,NR,Photogrammetric Engineering and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-80051794605&partnerID=40&md5=8c07aa5525cb489ea4413001f7692e35,"Zhong Y., Zhang L.",NR,NR,CHECK,NR,NR,ML,NR,CHECK,CHECK,2011,NR,NR,,80.2,TO_DO,NR,IEEE Transactions on Geoscience and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-79952070511&partnerID=40&md5=647526917abdca18185fce44fcf5a124,"Liu X., Li X., Zhang X.",NR,NR,CHECK,NR,NR,ML,NR,CHECK,CHECK,2010,NR,NR,,83.2,TO_DO,NR,IEEE Transactions on Geoscience and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-36349029276&partnerID=40&md5=3ec76c234ab8ba05b790ab8b4d178ba8,"Kasapoglu N.G., Ersoy O.K.",NR,NR,CHECK,NR,NR,ML,NR,CHECK,CHECK,2007,NR,NR,,67.6,TO_DO,NR,IEEE Transactions on Geoscience and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-36348953996&partnerID=40&md5=8cda5c1865ca76b04b2ac593aa65abbe,"Zhong Y., Zhang L., Gong J., Li P.",NR,NR,CHECK,NR,NR,ML,NR,CHECK,CHECK,2007,NR,NR,,84.5,TO_DO,NR,IEEE Transactions on Geoscience and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-34548215072&partnerID=40&md5=d0334a7d53294115d8b0c3e1cb60aedf,"Lee J., Ersoy O.K.",NR,NR,CHECK,NR,NR,ML,NR,CHECK,CHECK,2007,NR,NR,,54.5,TO_DO,NR,IEEE Transactions on Geoscience and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-34249804195&partnerID=40&md5=dbbb1ddc37e2440f4db12b1967bf4aaa,"Chang Y.-L., Liang L.-S., Han C.-C., Fang J.-P., Liang W.-Y., Chen K.-S.",NR,NR,CHECK,NR,NR,ML,NR,CHECK,CHECK,2007,NR,NR,,92.5,TO_DO,NR,IEEE Transactions on Geoscience and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-0041323227&partnerID=40&md5=5e718d884cffaf3076d0ba1a0151bd2c,"Del Frate F., Schiavon G., Solimini D., Borgeaud M., Hoekman D.H., Vissers M.A.M.",NR,NR,CHECK,NR,NR,ML,NR,CHECK,CHECK,2003,NR,NR,,86.1,TO_DO,NR,IEEE Transactions on Geoscience and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-82055206264&partnerID=40&md5=ce9998aad0bea5fc36f1bad9aa941f69,"Onojeghuo A.O., Blackburn G.A.",NR,NR,CHECK,NR,NR,ML,NR,CHECK,CHECK,2011,NR,NR,,77.5,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-77956647030&partnerID=40&md5=65e9e602384e8661e1696ee9b4dbc74e,"Li Z., Eastman J.R.",NR,NR,CHECK,NR,NR,ML,NR,CHECK,CHECK,2010,NR,NR,,81.5,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-77951214670&partnerID=40&md5=55e8a027b2e6f18567e589accca28e45,"Cruz-Cardenas G., Ortiz-Solorio C.A., Ojeda-Trejo E., Martinez-Montoya J.F., Sotelo-Ruiz E.D., Licona-Vargas A.L.",NR,NR,CHECK,NR,NR,ML,NR,CHECK,CHECK,2010,NR,NR,,49,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-77951777296&partnerID=40&md5=002c0f05c673ee9c377b8518725ea7db,"Qing J., Huo H., Fang T.",NR,NR,CHECK,NR,NR,ML,NR,CHECK,CHECK,2010,NR,NR,,84.8,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-77951126983&partnerID=40&md5=5c5d3e0f921ac2691f019964b256301a,"Tong X., Zhang X., Liu M.",NR,NR,CHECK,NR,NR,ML,NR,CHECK,CHECK,2010,NR,NR,,64.4,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-67650684276&partnerID=40&md5=562a9cc967dbf7a1e8659da1865919c6,"Wang T.J., Skidmore A.K., Toxopeus A.G.",NR,NR,CHECK,NR,NR,ML,NR,CHECK,CHECK,2009,NR,NR,,52,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-41549156538&partnerID=40&md5=9c52eef39e3e5aff07ededf0a1eb9ab5,Pal M.,NR,NR,CHECK,NR,NR,ML,NR,CHECK,CHECK,2008,NR,NR,,81.5,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-37549004391&partnerID=40&md5=862b1b6363b172dfdb75e233ed6d36a9,"Dixon B., Candade N.",NR,NR,CHECK,NR,NR,ML,NR,CHECK,CHECK,2008,NR,NR,,50.6,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-57049119072&partnerID=40&md5=9d0589e2a784f269f1adcfc03c71cde8,"Brown K.M., Foody G.M., Atkinson P.M.",NR,NR,CHECK,NR,NR,ML,NR,CHECK,CHECK,2009,NR,NR,,77.4,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-34547134220&partnerID=40&md5=88588792e597577f292f86cb15634ac0,"Zhang Y., Gao J., Wang J.",NR,NR,CHECK,NR,NR,ML,NR,CHECK,CHECK,2007,NR,NR,,78.8,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-34147122504&partnerID=40&md5=b003c356c0be0efbe27cec3d32c78345,"Zhang L., Zhong Y., Huang B., Li P.",NR,NR,CHECK,NR,NR,ML,NR,CHECK,CHECK,2007,NR,NR,,87.1,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-34250838520&partnerID=40&md5=be1b2b9d509d78bc46529f56c406536f,"Ouyang Y., Ma J.",NR,NR,CHECK,NR,NR,ML,NR,CHECK,CHECK,2006,NR,NR,,85.2,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-33750057678&partnerID=40&md5=b80a845201bf3eea9f7025567678c124,"Dehghan H., Ghassemian H.",NR,NR,CHECK,NR,NR,ML,NR,CHECK,CHECK,2006,NR,NR,,72,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-33747120577&partnerID=40&md5=1f67475b06ab970dc252330074c21fc8,"Yun O., Ma J.",NR,NR,CHECK,NR,NR,ML,NR,CHECK,CHECK,2006,NR,NR,,94.7,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-33747086525&partnerID=40&md5=0fb99ec37ec60ab01f316b9f31f00708,"Pal M., Mather P.M.",NR,NR,CHECK,NR,NR,ML,NR,CHECK,CHECK,2006,NR,NR,,81.8,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-33646682573&partnerID=40&md5=7e233ee70cb73a0019530431f7c0057a,"Chen C., Mcnairn H.",NR,NR,CHECK,NR,NR,ML,NR,CHECK,CHECK,2006,NR,NR,,91,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-33745088147&partnerID=40&md5=e0412bb193e193890e451d1e302274f4,"Bagan H., Wang Q., Watanabe M., Yang Y., Ma J.",NR,NR,CHECK,NR,NR,ML,NR,CHECK,CHECK,2005,NR,NR,,83.6,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-33745081013&partnerID=40&md5=031cea8599ea0ac7d15628b4e58280a8,"Song M., Civco D.L., Hurd J.D.",NR,NR,CHECK,NR,NR,ML,NR,CHECK,CHECK,2005,NR,NR,,76,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-20844460962&partnerID=40&md5=d925e84712c25770c0ae2b7ee5a150e6,"Keramitsoglou I., Sarimveis H., Kiranoudis C.T., Sifakis N.",NR,NR,CHECK,NR,NR,ML,NR,CHECK,CHECK,2005,NR,NR,,60.5,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-13644256120&partnerID=40&md5=d0f358faf42d4b0755853bb0a3bd6175,"Pal M., Mather P.M.",NR,NR,CHECK,NR,NR,ML,NR,CHECK,CHECK,2005,NR,NR,,82.9,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-1942471946&partnerID=40&md5=ff1516ef8b8defb4e4457a2737d3763e,"Qiu F., Jensen J.R.",NR,NR,CHECK,NR,NR,ML,NR,CHECK,CHECK,2004,NR,NR,,81.3,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-1942536039&partnerID=40&md5=94a3c8558c9deaefdfca0ff5823541ce,"Linderman M., Liu J., Qi J., An L., Ouyang Z., Yang J., Tan Y.",NR,NR,CHECK,NR,NR,ML,NR,CHECK,CHECK,2004,NR,NR,,71,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-1542757190&partnerID=40&md5=00ccf6532dbc2bb41b0d96df74dc96d5,"Liu H., Zhou Q.",NR,NR,CHECK,NR,NR,ML,NR,CHECK,CHECK,2004,NR,NR,,76.6,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-0346245214&partnerID=40&md5=884b6bcf8250a00d9b21901f6bc54de9,"Kavzoglu T., Mather P.M.",NR,NR,CHECK,NR,NR,ML,NR,CHECK,CHECK,2003,NR,NR,,81.8,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-0042842310&partnerID=40&md5=62af4d38ec31a80df4a619cd381c8bf0,"Mannan B., Ray A.K.",NR,NR,CHECK,NR,NR,ML,NR,CHECK,CHECK,2003,NR,NR,,83,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-0037138473&partnerID=40&md5=eace114ac76282d865673c6dfd79cf62,"Huang C., Davis L.S., Townshend J.R.G.",NR,NR,CHECK,NR,NR,ML,NR,CHECK,CHECK,2002,NR,NR,,67.8,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-0035840406&partnerID=40&md5=106cd47ec1bf222af95931116ada0a08,"Pal S.K., Bandyopadhyay S., Murthy C.A.",NR,NR,CHECK,NR,NR,ML,NR,CHECK,CHECK,2001,NR,NR,,78.1,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-0031923921&partnerID=40&md5=180cfca8049e8b0923bbc95e4258e14b,Yool S.R.,NR,NR,CHECK,NR,NR,ML,NR,CHECK,CHECK,1998,NR,NR,,78.7,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-0032029672&partnerID=40&md5=ce59d5259e10f1d51155e95f3c2bb3d8,"Mannan B., Roy J., Ray A.K.",NR,NR,CHECK,NR,NR,ML,NR,CHECK,CHECK,1998,NR,NR,,80.3,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-0032030080&partnerID=40&md5=07a5245cfed3b63c9db2d6e003d28a5d,"Mather P.M., Tso B., Koch M.",NR,NR,CHECK,NR,NR,ML,NR,CHECK,CHECK,1998,NR,NR,,46.7,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-0032552566&partnerID=40&md5=f2d295db066c74cd3a61401e261ccd69,"Ito Y., Omatu S.",NR,NR,CHECK,NR,NR,ML,NR,CHECK,CHECK,1998,NR,NR,,85.9,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-84859932886&partnerID=40&md5=e612c8f38c0dd22eb7ac40a2ff9a2a11,"Li G., Lu D., Moran E., Dutra L., Batistella M.",NR,NR,CHECK,NR,NR,ML,NR,CHECK,CHECK,2012,NR,NR,,56.1,TO_DO,NR,ISPRS Journal of Photogrammetry and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-58449118290&partnerID=40&md5=e6056ead4e59bd18b464be1290b99ac0,"Wang T., Skidmore A.K., Toxopeus A.G., Liu X.",NR,NR,CHECK,NR,NR,ML,NR,CHECK,CHECK,2009,NR,NR,,73.3,TO_DO,NR,Photogrammetric Engineering and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-40149106484&partnerID=40&md5=e324a84291ef7bb05f4cfcfde4e232ac,"Bagan H., Wang Q., Watanabe M., Kameyama S., Bao Y.",NR,NR,CHECK,NR,NR,ML,NR,CHECK,CHECK,2008,NR,NR,,83.7,TO_DO,NR,Photogrammetric Engineering and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-38949149377&partnerID=40&md5=6cb7634a55988a43da169a9d130ada1c,"Watanachaturaporn P., Arora M.K., Varshney P.K.",NR,NR,CHECK,NR,NR,ML,NR,CHECK,CHECK,2008,NR,NR,,96.4,TO_DO,NR,Photogrammetric Engineering and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-0034988334&partnerID=40&md5=20d306e651f4d30fc1f21559a414bcab,"Frizzelle B.G., Moody A.",NR,NR,CHECK,NR,NR,ML,NR,CHECK,CHECK,2001,NR,NR,,92.2,TO_DO,NR,Photogrammetric Engineering and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-0033675168&partnerID=40&md5=b74f7ddf722bd881b3de5ed4f0ff11a1,Ji C.Y.,NR,NR,CHECK,NR,NR,ML,NR,CHECK,CHECK,2000,NR,NR,,87.7,TO_DO,NR,Photogrammetric Engineering and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-77958106712&partnerID=40&md5=17ff7d1dffd48f8f43348a44493aa4af,"Grebby S., Naden J., Cunningham D., Tansey K.",NR,NR,CHECK,NR,NR,ML,NR,CHECK,CHECK,2011,NR,NR,,61.6,TO_DO,NR,Remote Sensing of Environment,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-0141569007&partnerID=40&md5=17ea7609672b4ed38db71293d38d23b3,"Pal M., Mather P.M.",NR,NR,CHECK,NR,NR,ML,NR,CHECK,CHECK,2003,NR,NR,,88.8,TO_DO,NR,Remote Sensing of Environment,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-80052099081&partnerID=40&md5=869d39a2460948376b7eec66b6fe101b,"Li C.-H., Kuo B.-C., Lin C.-T., Huang C.-S.",NR,NR,CHECK,NR,NR,ML,NR,CHECK,CHECK,2011,NR,NR,,94.1,TO_DO,NR,IEEE Transactions on Geoscience and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-78650911205&partnerID=40&md5=d23e972cea8fb4f8f8c5659a81e748cd,Salberg A.-B.,NR,NR,CHECK,NR,NR,ML,NR,CHECK,CHECK,2011,NR,NR,,77.9,TO_DO,NR,IEEE Transactions on Geoscience and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-78049241977&partnerID=40&md5=0875ef2e36fb7c976866e86a30a686f7,"Tarabalka Y., Benediktsson J.A., Chanussot J., Tilton J.C.",NR,NR,CHECK,NR,NR,ML,NR,CHECK,CHECK,2010,NR,NR,,77.2,TO_DO,NR,IEEE Transactions on Geoscience and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-45849090383&partnerID=40&md5=3a6065a20f5fad2a8894c1a60cdfb446,"Samaniego L., Bardossy A., Schulz K.",NR,NR,CHECK,NR,NR,ML,NR,CHECK,CHECK,2008,NR,NR,,90.6,TO_DO,NR,IEEE Transactions on Geoscience and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-23844524154&partnerID=40&md5=9cad8629cf8b595ae4f1aaf43bbbe7d6,"Farag A.A., Mohamed R.M., El-Baz A.",NR,NR,CHECK,NR,NR,ML,NR,CHECK,CHECK,2005,NR,NR,,72.6,TO_DO,NR,IEEE Transactions on Geoscience and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-10944240176&partnerID=40&md5=e6c0cb34219ec7e5f95fbf6f5a55557f,"Unsalan C., Boyer K.L.",NR,NR,CHECK,NR,NR,ML,NR,CHECK,CHECK,2004,NR,NR,,80.2,TO_DO,NR,IEEE Transactions on Geoscience and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-84857000850&partnerID=40&md5=7fe55f1ba0d7c0ba72150e30291a744c,"Salberg A.-B., Jenssen R.",NR,NR,CHECK,NR,NR,ML,NR,CHECK,CHECK,2012,NR,NR,,77.9,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-82055188364&partnerID=40&md5=b04f7a3efbfb51a4d00158909b2473f2,"Hosseini S.A., Ghassemian H.",NR,NR,CHECK,NR,NR,ML,NR,CHECK,CHECK,2011,NR,NR,,80.4,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-79960039993&partnerID=40&md5=8e02d779a4b75c5f4ed397014570d5ea,"Yan W.Y., Shaker A.",NR,NR,CHECK,NR,NR,ML,NR,CHECK,CHECK,2011,NR,NR,,67.1,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-77951777296&partnerID=40&md5=002c0f05c673ee9c377b8518725ea7db,"Qing J., Huo H., Fang T.",NR,NR,CHECK,NR,NR,ML,NR,CHECK,CHECK,2010,NR,NR,,84.8,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-34147122504&partnerID=40&md5=b003c356c0be0efbe27cec3d32c78345,"Zhang L., Zhong Y., Huang B., Li P.",NR,NR,CHECK,NR,NR,ML,NR,CHECK,CHECK,2007,NR,NR,,87.1,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-34250838520&partnerID=40&md5=be1b2b9d509d78bc46529f56c406536f,"Ouyang Y., Ma J.",NR,NR,CHECK,NR,NR,ML,NR,CHECK,CHECK,2006,NR,NR,,85.2,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-0346666711&partnerID=40&md5=0548cefd1c89a97acf377782b8fb2164,"Emrahoglu N., Yegingil I., Pestemalci V., Senkal O., Kandirmaz H.M.",NR,NR,CHECK,NR,NR,ML,NR,CHECK,CHECK,2003,NR,NR,,92.6,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-0035840406&partnerID=40&md5=106cd47ec1bf222af95931116ada0a08,"Pal S.K., Bandyopadhyay S., Murthy C.A.",NR,NR,CHECK,NR,NR,ML,NR,CHECK,CHECK,2001,NR,NR,,78.1,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-0033589469&partnerID=40&md5=927ea394abdf12babad1234c7226c43b,"Cortijo F.J., Perez De La Blanca N.",NR,NR,CHECK,NR,NR,ML,NR,CHECK,CHECK,1999,NR,NR,,67.7,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-3643128070&partnerID=40&md5=b8ba7b14e096c93cd171aead3cb2c799,"Cortijo F.J., De La Ferez Blanca N.",NR,NR,CHECK,NR,NR,ML,NR,CHECK,CHECK,1998,NR,NR,,67.7,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-84859932886&partnerID=40&md5=e612c8f38c0dd22eb7ac40a2ff9a2a11,"Li G., Lu D., Moran E., Dutra L., Batistella M.",NR,NR,CHECK,NR,NR,ML,NR,CHECK,CHECK,2012,NR,NR,,56.1,TO_DO,NR,ISPRS Journal of Photogrammetry and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-84867527608&partnerID=40&md5=0762927d24dea69a766bf46f7fcb64df,"Dalponte M., Orka H.O., Gobakken T., Gianelle D., Naesset E.",NR,NR,CHECK,NR,NR,ML,NR,CHECK,CHECK,2012,NR,NR,,75.7,TO_DO,NR,IEEE Transactions on Geoscience and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-84859767402&partnerID=40&md5=f95d12aec6577a711773db33d2243a72,"Bagan H., Kinoshita T., Yamagata Y.",NR,NR,CHECK,NR,NR,ML,NR,CHECK,CHECK,2012,NR,NR,,79.1,TO_DO,NR,IEEE Transactions on Geoscience and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-80053340804&partnerID=40&md5=ed142b167a771a19e6823d96db2c1096,"Zhang H., Shi W., Liu K.",NR,NR,CHECK,NR,NR,ML,NR,CHECK,CHECK,2011,NR,NR,,82.2,TO_DO,NR,IEEE Transactions on Geoscience and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-80052099081&partnerID=40&md5=869d39a2460948376b7eec66b6fe101b,"Li C.-H., Kuo B.-C., Lin C.-T., Huang C.-S.",NR,NR,CHECK,NR,NR,ML,NR,CHECK,CHECK,2011,NR,NR,,94.1,TO_DO,NR,IEEE Transactions on Geoscience and Remote Sensing,
